	userId	Reputation	Views	UpVotes	DownVotes	postId	Score	ViewCount	CommentCount	Outlier
16524	3748	1391	589	237	7	8433	4	554	0	DownVotes
16532	3748	1391	589	237	7	11018	6	893	3	DownVotes
16536	3748	1391	589	237	7	13065	1	8386	1	DownVotes
16537	3748	1391	589	237	7	14812	4	490	1	DownVotes
16538	3748	1391	589	237	7	15305	5	5109	1	DownVotes
16546	3748	1391	589	237	7	17785	2	396	2	DownVotes
16554	3748	1391	589	237	7	24977	8	133	12	DownVotes
16557	3748	1391	589	237	7	26699	4	171	4	DownVotes
16563	3748	1391	589	237	7	43591	2	54	1	DownVotes
16566	3748	1391	589	237	7	44749	1	71	0	DownVotes
16577	3762	138	41	9	1	8415	3	235	1	DownVotes
16578	3762	138	41	9	1	11686	1	63	0	DownVotes
16579	3762	138	41	9	1	12120	0	230	1	DownVotes
16580	3762	138	41	9	1	12164	14	2823	2	DownVotes
16581	3762	138	41	9	1	12305	3	1132	2	DownVotes
16611	3794	705	97	90	25	8521	7	144	1	DownVotes
16616	3794	705	97	90	25	23792	2	108	2	DownVotes
16623	3799	186	23	8	1	8505	13	1707	4	DownVotes
16651	3807	367	67	34	1	322	11	1449	0	DownVotes
16656	3807	367	67	34	1	354	8	676	0	DownVotes
16664	3807	367	67	34	1	29308	1	214	0	DownVotes
16665	3807	367	67	34	1	29477	8	3795	3	DownVotes
16667	3807	367	67	34	1	45420	0	62	0	DownVotes
16679	3826	1460	390	1883	145	23369	7	75	2	DownVotes
16680	3826	1460	390	1883	145	23395	10	93	0	DownVotes
16682	3826	1460	390	1883	145	23429	5	289	0	DownVotes
16683	3826	1460	390	1883	145	23433	8	178	4	DownVotes
16684	3826	1460	390	1883	145	23454	4	34	0	DownVotes
16686	3826	1460	390	1883	145	23470	10	302	5	DownVotes
16709	3835	1329	119	157	1	10439	6	608	5	DownVotes
16716	3835	1329	119	157	1	12789	2	379	0	DownVotes
16718	3835	1329	119	157	1	13784	9	8974	0	DownVotes
16724	3835	1329	119	157	1	19582	4	419	0	DownVotes
16726	3835	1329	119	157	1	27827	12	1300	0	DownVotes
16855	3903	476	181	363	1	8787	4	358	2	DownVotes
16856	3903	476	181	363	1	9074	4	2611	0	DownVotes
16857	3903	476	181	363	1	9099	5	1578	5	DownVotes
16858	3903	476	181	363	1	9121	2	367	2	DownVotes
16859	3903	476	181	363	1	9242	5	27071	2	DownVotes
16860	3903	476	181	363	1	9461	5	166	1	DownVotes
16861	3903	476	181	363	1	9490	4	297	2	DownVotes
16862	3903	476	181	363	1	9491	15	403	0	DownVotes
16863	3903	476	181	363	1	9814	2	250	7	DownVotes
16864	3903	476	181	363	1	9895	2	2095	10	DownVotes
16865	3903	476	181	363	1	9898	8	9075	0	DownVotes
16866	3903	476	181	363	1	10169	4	411	3	DownVotes
16867	3903	476	181	363	1	10337	1	3744	2	DownVotes
16868	3903	476	181	363	1	10429	2	1991	2	DownVotes
16869	3903	476	181	363	1	10531	6	405	0	DownVotes
16870	3903	476	181	363	1	10532	4	1055	2	DownVotes
16871	3903	476	181	363	1	10886	5	434	0	DownVotes
16872	3903	476	181	363	1	11004	2	93	1	DownVotes
16873	3903	476	181	363	1	11607	4	584	3	DownVotes
16875	3903	476	181	363	1	11919	3	1068	4	DownVotes
16876	3903	476	181	363	1	12301	2	148	2	DownVotes
16877	3903	476	181	363	1	12580	0	792	0	DownVotes
16878	3903	476	181	363	1	13171	3	174	2	DownVotes
16880	3903	476	181	363	1	15904	2	435	4	DownVotes
16881	3903	476	181	363	1	17343	3	607	0	DownVotes
16882	3903	476	181	363	1	17598	4	328	0	DownVotes
16890	3903	476	181	363	1	19880	0	240	0	DownVotes
16893	3903	476	181	363	1	23197	5	3421	1	DownVotes
16895	3903	476	181	363	1	27607	4	473	2	DownVotes
16896	3903	476	181	363	1	28229	1	816	4	DownVotes
16897	3903	476	181	363	1	28311	0	164	2	DownVotes
16898	3903	476	181	363	1	28368	4	527	10	DownVotes
16899	3903	476	181	363	1	28412	0	170	1	DownVotes
16900	3903	476	181	363	1	29500	5	2385	0	DownVotes
16902	3903	476	181	363	1	32696	2	299	4	DownVotes
16903	3903	476	181	363	1	32725	0	344	8	DownVotes
16904	3903	476	181	363	1	44592	4	485	1	DownVotes
16905	3903	476	181	363	1	44852	1	62	0	DownVotes
16906	3903	476	181	363	1	46473	2	279	3	DownVotes
16910	3911	2481	456	337	7	8812	3	764	0	DownVotes
16951	3911	2481	456	337	7	9313	4	265	2	DownVotes
16959	3911	2481	456	337	7	9420	1	284	3	DownVotes
17145	4048	389	37	411	1	9841	4	143	8	DownVotes
17147	4048	389	37	411	1	10250	9	1314	0	DownVotes
17149	4048	389	37	411	1	10987	8	2650	2	DownVotes
17150	4048	389	37	411	1	11634	5	1254	2	DownVotes
17152	4048	389	37	411	1	14246	6	5977	5	DownVotes
17154	4048	389	37	411	1	17854	5	94	2	DownVotes
17155	4048	389	37	411	1	30014	2	236	1	DownVotes
17156	4048	389	37	411	1	31523	1	157	0	DownVotes
17285	4164	613	66	125	2	10067	4	313	0	DownVotes
17482	4253	19585	6948	155	56	25941	15	1914	7	DownVotes
17501	4253	19585	6948	155	56	40739	11	568	2	DownVotes
17537	4257	6461	434	186	6	10918	3	153	1	DownVotes
17574	4257	6461	434	186	6	12309	4	160	2	DownVotes
17611	4257	6461	434	186	6	15786	6	142	0	DownVotes
17739	4319	246	31	1586	2	9961	3	600	0	DownVotes
17740	4319	246	31	1586	2	10900	2	579	1	DownVotes
17741	4319	246	31	1586	2	10982	2	357	6	DownVotes
17742	4319	246	31	1586	2	11088	4	3341	6	DownVotes
17743	4319	246	31	1586	2	11105	0	625	0	DownVotes
17744	4319	246	31	1586	2	12193	3	255	9	DownVotes
17745	4319	246	31	1586	2	20424	1	1610	0	DownVotes
17746	4319	246	31	1586	2	20744	0	484	3	DownVotes
17747	4319	246	31	1586	2	24878	11	1625	5	DownVotes
17749	4322	145	9	1	1	9966	0	293	3	DownVotes
17786	4337	699	60	75	2	10423	6	628	0	DownVotes
17787	4337	699	60	75	2	10867	3	621	2	DownVotes
17789	4337	699	60	75	2	12919	3	2348	4	DownVotes
17790	4337	699	60	75	2	17766	7	386	0	DownVotes
17791	4337	699	60	75	2	19134	3	569	4	DownVotes
17792	4337	699	60	75	2	19779	3	178	0	DownVotes
17793	4337	699	60	75	2	24720	15	15181	4	DownVotes
17795	4337	699	60	75	2	25387	11	1355	1	DownVotes
17797	4337	699	60	75	2	35634	10	1153	0	DownVotes
17799	4337	699	60	75	2	37619	7	893	2	DownVotes
17804	4337	699	60	75	2	40827	0	40	2	DownVotes
17807	4337	699	60	75	2	44034	1	126	0	DownVotes
17915	4376	8164	611	194	3	12360	12	489	4	DownVotes
17925	4376	8164	611	194	3	14345	3	82	2	DownVotes
17948	4376	8164	611	194	3	17616	6	150	0	DownVotes
18019	4426	1912	336	126	1	10220	2	2020	7	DownVotes
18020	4426	1912	336	126	1	17339	1	124	5	DownVotes
18023	4426	1912	336	126	1	17537	28	8203	3	DownVotes
18024	4426	1912	336	126	1	17595	26	1621	4	DownVotes
18026	4426	1912	336	126	1	18016	8	701	0	DownVotes
18027	4426	1912	336	126	1	18058	46	20989	3	DownVotes
18029	4426	1912	336	126	1	18844	22	20151	6	DownVotes
18030	4426	1912	336	126	1	19246	2	91	0	DownVotes
18031	4426	1912	336	126	1	20656	1	372	0	DownVotes
18032	4426	1912	336	126	1	23117	64	10871	3	DownVotes
18033	4426	1912	336	126	1	27274	2	381	1	DownVotes
18034	4426	1912	336	126	1	30331	0	302	3	DownVotes
18035	4426	1912	336	126	1	31326	11	6538	3	DownVotes
18036	4426	1912	336	126	1	31598	31	3893	6	DownVotes
18037	4426	1912	336	126	1	35971	32	3925	3	DownVotes
18038	4426	1912	336	126	1	44001	6	274	1	DownVotes
18039	4426	1912	336	126	1	46872	3	927	6	DownVotes
18071	4479	1376	169	449	3	10359	4	571	6	DownVotes
18122	4485	881	61	492	17	12498	4	834	3	DownVotes
18605	4521	275	16	66	1	10519	3	1506	0	DownVotes
18606	4521	275	16	66	1	10526	6	498	0	DownVotes
18607	4521	275	16	66	1	24338	2	378	7	DownVotes
18608	4521	275	16	66	1	25371	2	2228	3	DownVotes
18609	4521	275	16	66	1	25817	14	1342	1	DownVotes
18742	4598	8814	516	314	11	20581	5	255	4	DownVotes
18778	4598	8814	516	314	11	35395	2	366	0	DownVotes
18788	4598	8814	516	314	11	43400	2	130	0	DownVotes
18986	4733	773	68	7	5	11210	28	2375	1	DownVotes
18987	4733	773	68	7	5	23808	2	443	2	DownVotes
18988	4733	773	68	7	5	28690	9	1070	0	DownVotes
18989	4733	773	68	7	5	29585	6	947	2	DownVotes
18990	4733	773	68	7	5	32128	2	210	1	DownVotes
18994	4733	773	68	7	5	35198	5	620	0	DownVotes
18995	4733	773	68	7	5	35530	4	775	2	DownVotes
18996	4733	773	68	7	5	39113	2	96	2	DownVotes
19147	4812	2052	159	505	4	12405	3	896	0	DownVotes
19153	4812	2052	159	505	4	14922	1	955	0	DownVotes
19156	4812	2052	159	505	4	25449	1	221	0	DownVotes
19158	4812	2052	159	505	4	28318	1	1429	0	DownVotes
19164	4812	2052	159	505	4	33513	4	150	2	DownVotes
19165	4812	2052	159	505	4	35799	7	98	0	DownVotes
19167	4812	2052	159	505	4	41051	0	1831	4	DownVotes
19189	4829	637	32	146	1	11413	9	1190	3	DownVotes
19190	4829	637	32	146	1	11498	4	468	0	DownVotes
19191	4829	637	32	146	1	12993	9	1928	1	DownVotes
19193	4829	637	32	146	1	12997	2	622	1	DownVotes
19194	4829	637	32	146	1	13820	2	467	3	DownVotes
19195	4829	637	32	146	1	16734	1	173	0	DownVotes
19196	4829	637	32	146	1	28941	6	609	0	DownVotes
19197	4829	637	32	146	1	31858	4	561	4	DownVotes
19198	4829	637	32	146	1	31943	2	76	0	DownVotes
19199	4829	637	32	146	1	32845	3	161	0	DownVotes
19200	4829	637	32	146	1	32947	3	216	0	DownVotes
19201	4829	637	32	146	1	38581	5	79	1	DownVotes
19204	4829	637	32	146	1	41276	3	458	3	DownVotes
19205	4829	637	32	146	1	46126	2	49	0	DownVotes
19244	4856	17791	5927	2122	412	13054	6	619	4	DownVotes
19271	4856	17791	5927	2122	412	14420	2	97	0	DownVotes
19301	4856	17791	5927	2122	412	20631	2	275	0	DownVotes
19307	4856	17791	5927	2122	412	21288	3	208	5	DownVotes
19319	4856	17791	5927	2122	412	22819	3	240	2	DownVotes
19325	4856	17791	5927	2122	412	24324	16	517	12	DownVotes
19457	4856	17791	5927	2122	412	32030	12	266	2	DownVotes
19490	4856	17791	5927	2122	412	47864	7	353	11	DownVotes
19502	4862	3544	460	358	3	11807	8	796	5	DownVotes
19526	4862	3544	460	358	3	37924	9	461	0	DownVotes
19547	4872	1183	140	157	15	11544	5	1116	0	DownVotes
19550	4872	1183	140	157	15	13414	3	200	1	DownVotes
19553	4872	1183	140	157	15	14504	4	1706	9	DownVotes
19555	4872	1183	140	157	15	22027	1	410	7	DownVotes
19556	4872	1183	140	157	15	22080	4	333	1	DownVotes
19557	4872	1183	140	157	15	22091	3	102	8	DownVotes
19558	4872	1183	140	157	15	23439	14	661	2	DownVotes
19559	4872	1183	140	157	15	23484	9	203	1	DownVotes
19560	4872	1183	140	157	15	23486	4	166	0	DownVotes
19561	4872	1183	140	157	15	25952	2	250	2	DownVotes
19564	4872	1183	140	157	15	29805	4	439	5	DownVotes
19618	4908	328	36	73	6	22419	2	299	0	DownVotes
19619	4908	328	36	73	6	22685	4	106	0	DownVotes
19620	4908	328	36	73	6	25965	2	545	1	DownVotes
19621	4908	328	36	73	6	25966	4	213	3	DownVotes
19623	4908	328	36	73	6	27013	0	326	2	DownVotes
19626	4908	328	36	73	6	27898	0	593	2	DownVotes
19627	4908	328	36	73	6	29070	0	103	2	DownVotes
19628	4908	328	36	73	6	33796	21	1650	4	DownVotes
19630	4908	328	36	73	6	37395	2	109	3	DownVotes
19631	4908	328	36	73	6	39139	1	91	0	DownVotes
19632	4908	328	36	73	6	41268	2	90	1	DownVotes
19633	4908	328	36	73	6	47272	-1	158	3	DownVotes
19634	4908	328	36	73	6	47417	4	409	0	DownVotes
19639	4916	587	46	205	8	18876	6	541	4	DownVotes
19640	4916	587	46	205	8	19102	14	866	0	DownVotes
19642	4916	587	46	205	8	19181	10	1770	1	DownVotes
19644	4916	587	46	205	8	19465	1	86	0	DownVotes
19645	4916	587	46	205	8	20622	6	1378	1	DownVotes
19646	4916	587	46	205	8	28178	10	1411	5	DownVotes
19647	4916	587	46	205	8	28724	1	245	0	DownVotes
19649	4916	587	46	205	8	29625	2	457	4	DownVotes
19650	4916	587	46	205	8	29878	0	247	0	DownVotes
19671	4942	243	29	6	1	11737	2	315	0	DownVotes
19677	4942	243	29	6	1	30162	3	333	0	DownVotes
19908	5176	742	175	28	1	32059	6	246	4	DownVotes
19909	5176	742	175	28	1	32060	3	114	4	DownVotes
19910	5176	742	175	28	1	32945	9	334	13	DownVotes
19912	5176	742	175	28	1	34637	7	87	0	DownVotes
19913	5176	742	175	28	1	35070	6	186	0	DownVotes
19995	5234	739	49	14	2	13243	6	581	0	DownVotes
19996	5234	739	49	14	2	13494	20	1183	20	DownVotes
20000	5234	739	49	14	2	13612	1	121	4	DownVotes
20049	5256	1621	249	174	1	15131	12	360	0	DownVotes
20051	5256	1621	249	174	1	17039	10	2545	0	DownVotes
20055	5256	1621	249	174	1	17413	10	294	3	DownVotes
20066	5264	911	88	75	1	18754	3	122	0	DownVotes
20067	5264	911	88	75	1	18803	4	299	0	DownVotes
20072	5264	911	88	75	1	21919	3	693	2	DownVotes
20073	5264	911	88	75	1	22945	0	1286	2	DownVotes
20075	5264	911	88	75	1	24624	0	364	2	DownVotes
20076	5264	911	88	75	1	24782	6	201	11	DownVotes
20077	5264	911	88	75	1	25340	2	302	0	DownVotes
20081	5264	911	88	75	1	27276	3	412	2	DownVotes
20083	5264	911	88	75	1	30119	3	695	1	DownVotes
20084	5264	911	88	75	1	33520	12	804	5	DownVotes
20087	5264	911	88	75	1	37943	4	497	4	DownVotes
20088	5264	911	88	75	1	38075	3	403	0	DownVotes
20089	5264	911	88	75	1	38439	4	2025	2	DownVotes
20090	5264	911	88	75	1	38884	5	126	0	DownVotes
20091	5264	911	88	75	1	43815	0	59	2	DownVotes
20110	5280	480	85	23	1	12469	1	855	3	DownVotes
20112	5280	480	85	23	1	12712	2	293	4	DownVotes
20113	5280	480	85	23	1	12715	3	757	2	DownVotes
20114	5280	480	85	23	1	12756	6	718	9	DownVotes
20115	5280	480	85	23	1	12885	9	287	0	DownVotes
20116	5280	480	85	23	1	13099	1	278	0	DownVotes
20117	5280	480	85	23	1	14701	5	416	0	DownVotes
20118	5280	480	85	23	1	14799	2	149	4	DownVotes
20120	5280	480	85	23	1	18511	5	645	2	DownVotes
20121	5280	480	85	23	1	21447	3	4463	2	DownVotes
20122	5280	480	85	23	1	26280	1	161	2	DownVotes
20123	5280	480	85	23	1	34205	3	238	6	DownVotes
20125	5280	480	85	23	1	35532	1	142	3	DownVotes
20128	5280	480	85	23	1	43312	4	264	2	DownVotes
20207	5339	1863	238	224	13	29362	1	170	1	DownVotes
20208	5339	1863	238	224	13	29669	6	370	6	DownVotes
20211	5339	1863	238	224	13	33101	3	159	6	DownVotes
20213	5339	1863	238	224	13	34165	8	546	0	DownVotes
20216	5339	1863	238	224	13	34272	6	281	3	DownVotes
20219	5339	1863	238	224	13	35061	2	126	2	DownVotes
20220	5339	1863	238	224	13	35183	5	208	9	DownVotes
20222	5339	1863	238	224	13	35487	3	191	0	DownVotes
20225	5339	1863	238	224	13	39266	7	160	6	DownVotes
20227	5339	1863	238	224	13	43096	1	112	3	DownVotes
20228	5339	1863	238	224	13	44319	16	293	9	DownVotes
20229	5339	1863	238	224	13	44471	1	46	2	DownVotes
20232	5339	1863	238	224	13	46537	1	122	0	DownVotes
20298	5394	304	70	8	1	13031	3	209	2	DownVotes
20299	5394	304	70	8	1	20836	41	11269	5	DownVotes
20396	5407	244	11	49	2	16719	0	137	0	DownVotes
20397	5407	244	11	49	2	16779	5	3366	0	DownVotes
20398	5407	244	11	49	2	16955	2	356	2	DownVotes
20399	5407	244	11	49	2	29763	2	451	0	DownVotes
20400	5407	244	11	49	2	45907	1	497	3	DownVotes
20414	5429	1855	294	406	1	13151	0	586	0	DownVotes
20418	5429	1855	294	406	1	13935	3	324	0	DownVotes
20419	5429	1855	294	406	1	14140	9	2797	6	DownVotes
20421	5429	1855	294	406	1	14364	1	337	5	DownVotes
20422	5429	1855	294	406	1	15160	2	1206	0	DownVotes
20428	5429	1855	294	406	1	17480	4	5250	2	DownVotes
20433	5429	1855	294	406	1	18576	10	3521	4	DownVotes
20445	5429	1855	294	406	1	21964	5	2413	5	DownVotes
20447	5429	1855	294	406	1	22494	1	941	4	DownVotes
20455	5429	1855	294	406	1	27830	7	1465	0	DownVotes
20458	5429	1855	294	406	1	29241	10	697	9	DownVotes
20459	5429	1855	294	406	1	30126	5	230	2	DownVotes
20496	5464	384	62	8	1	13237	8	218	4	DownVotes
20497	5464	384	62	8	1	13293	1	65	0	DownVotes
20498	5464	384	62	8	1	13410	7	361	0	DownVotes
20499	5464	384	62	8	1	13540	3	373	0	DownVotes
20500	5464	384	62	8	1	16332	3	202	0	DownVotes
20501	5464	384	62	8	1	16333	0	956	0	DownVotes
20502	5464	384	62	8	1	17019	2	627	0	DownVotes
20503	5464	384	62	8	1	18425	0	158	5	DownVotes
20504	5464	384	62	8	1	22143	2	1201	0	DownVotes
20505	5464	384	62	8	1	24152	1	158	3	DownVotes
20506	5464	384	62	8	1	25083	4	117	0	DownVotes
20507	5464	384	62	8	1	27297	3	989	2	DownVotes
20508	5464	384	62	8	1	27300	6	4574	0	DownVotes
20509	5464	384	62	8	1	27322	1	517	2	DownVotes
20510	5464	384	62	8	1	27442	3	1484	2	DownVotes
20511	5464	384	62	8	1	27443	5	1431	0	DownVotes
20512	5464	384	62	8	1	27502	2	151	0	DownVotes
20513	5464	384	62	8	1	27511	1	4252	0	DownVotes
20514	5464	384	62	8	1	45371	3	197	5	DownVotes
20515	5464	384	62	8	1	46815	1	145	0	DownVotes
20609	5509	1403	323	161	7	13458	2	2220	1	DownVotes
20611	5509	1403	323	161	7	14444	3	655	2	DownVotes
20612	5509	1403	323	161	7	14719	0	129	9	DownVotes
20613	5509	1403	323	161	7	14721	7	788	2	DownVotes
20614	5509	1403	323	161	7	15262	2	164	5	DownVotes
20615	5509	1403	323	161	7	15303	2	1670	1	DownVotes
20616	5509	1403	323	161	7	15730	3	525	8	DownVotes
20624	5509	1403	323	161	7	16178	2	2080	6	DownVotes
20628	5509	1403	323	161	7	22148	2	224	0	DownVotes
20630	5509	1403	323	161	7	22842	2	201	1	DownVotes
20631	5509	1403	323	161	7	22850	-1	1475	9	DownVotes
20636	5509	1403	323	161	7	29479	5	1325	0	DownVotes
20637	5509	1403	323	161	7	29981	9	2833	0	DownVotes
20640	5509	1403	323	161	7	32040	6	588	5	DownVotes
20644	5509	1403	323	161	7	38524	4	989	3	DownVotes
20646	5509	1403	323	161	7	38591	4	155	5	DownVotes
20647	5509	1403	323	161	7	38613	5	252	0	DownVotes
20648	5509	1403	323	161	7	38904	1	142	2	DownVotes
20650	5509	1403	323	161	7	40456	0	243	9	DownVotes
20651	5509	1403	323	161	7	40506	1	156	1	DownVotes
20653	5509	1403	323	161	7	40870	5	880	0	DownVotes
20654	5509	1403	323	161	7	41074	2	739	1	DownVotes
20692	5544	683	38	55	2	28383	5	501	4	DownVotes
20871	5689	126	11	0	1	31855	5	148	2	DownVotes
20907	5729	414	67	15	5	13966	2	205	0	DownVotes
20913	5729	414	67	15	5	14072	0	648	1	DownVotes
20915	5729	414	67	15	5	14667	1	308	2	DownVotes
20919	5729	414	67	15	5	15118	1	63	2	DownVotes
20922	5729	414	67	15	5	27281	4	146	6	DownVotes
21015	5739	15236	2252	705	16	20543	13	1285	9	DownVotes
21381	5836	11489	1319	683	18	14333	2	241	0	DownVotes
21395	5836	11489	1319	683	18	14999	40	2146	6	DownVotes
21396	5836	11489	1319	683	18	15000	1	198	0	DownVotes
21397	5836	11489	1319	683	18	15001	2	117	6	DownVotes
21421	5836	11489	1319	683	18	15489	2	397	0	DownVotes
21452	5836	11489	1319	683	18	16889	14	3130	0	DownVotes
21465	5836	11489	1319	683	18	17258	3	3199	7	DownVotes
21467	5836	11489	1319	683	18	17603	9	226	2	DownVotes
21471	5836	11489	1319	683	18	17850	11	162	8	DownVotes
21490	5836	11489	1319	683	18	20520	14	2096	1	DownVotes
21491	5836	11489	1319	683	18	20708	6	110	5	DownVotes
21503	5836	11489	1319	683	18	23090	7	2328	2	DownVotes
21517	5836	11489	1319	683	18	24903	3	378	7	DownVotes
21525	5836	11489	1319	683	18	25814	4	82	6	DownVotes
21526	5836	11489	1319	683	18	26164	3	185	3	DownVotes
21528	5836	11489	1319	683	18	26346	4	3288	0	DownVotes
21530	5836	11489	1319	683	18	27325	2	559	4	DownVotes
21532	5836	11489	1319	683	18	27586	8	302	2	DownVotes
21534	5836	11489	1319	683	18	27869	3	1785	0	DownVotes
21535	5836	11489	1319	683	18	30496	4	458	0	DownVotes
21544	5836	11489	1319	683	18	32519	6	350	3	DownVotes
21548	5836	11489	1319	683	18	33664	7	553	5	DownVotes
21550	5836	11489	1319	683	18	34414	4	192	9	DownVotes
21551	5836	11489	1319	683	18	34610	5	565	5	DownVotes
21554	5836	11489	1319	683	18	35414	14	344	3	DownVotes
21555	5836	11489	1319	683	18	35905	3	652	7	DownVotes
21559	5836	11489	1319	683	18	36345	10	515	0	DownVotes
21563	5836	11489	1319	683	18	37732	8	1628	3	DownVotes
21566	5836	11489	1319	683	18	38370	16	1735	0	DownVotes
21567	5836	11489	1319	683	18	38616	12	542	6	DownVotes
21577	5836	11489	1319	683	18	46964	3	963	3	DownVotes
21579	5836	11489	1319	683	18	47676	6	328	6	DownVotes
21730	5864	549	105	40	1	14377	5	10430	8	DownVotes
21731	5864	549	105	40	1	14401	4	224	4	DownVotes
21732	5864	549	105	40	1	14402	0	218	3	DownVotes
21733	5864	549	105	40	1	14636	3	350	3	DownVotes
21738	5864	549	105	40	1	16218	10	2545	2	DownVotes
21740	5864	549	105	40	1	16312	14	14462	3	DownVotes
21745	5864	549	105	40	1	16564	4	2176	2	DownVotes
21749	5864	549	105	40	1	16696	7	122	0	DownVotes
21851	5946	311	36	17	1	14697	2	774	0	DownVotes
21852	5946	311	36	17	1	17972	3	463	5	DownVotes
21853	5946	311	36	17	1	19787	6	1034	2	DownVotes
21854	5946	311	36	17	1	21568	3	231	0	DownVotes
21855	5946	311	36	17	1	23352	3	166	2	DownVotes
21856	5946	311	36	17	1	23420	9	2657	1	DownVotes
21857	5946	311	36	17	1	23423	6	544	0	DownVotes
21903	6000	1200	94	53	1	44262	3	356	4	DownVotes
21905	6000	1200	94	53	1	44673	2	71	0	DownVotes
21906	6000	1200	94	53	1	47516	8	371	0	DownVotes
21982	6072	365	73	13	3	14998	1	279	3	DownVotes
21983	6072	365	73	13	3	16939	27	993	7	DownVotes
21984	6072	365	73	13	3	19629	2	57	4	DownVotes
21985	6072	365	73	13	3	21790	1	619	5	DownVotes
21986	6072	365	73	13	3	22230	3	252	5	DownVotes
21987	6072	365	73	13	3	27261	2	347	1	DownVotes
21988	6072	365	73	13	3	27402	1	142	9	DownVotes
21989	6072	365	73	13	3	43902	1	55	2	DownVotes
21990	6072	365	73	13	3	45820	11	2864	5	DownVotes
21991	6072	365	73	13	3	46475	2	354	1	DownVotes
21992	6072	365	73	13	3	47039	2	143	0	DownVotes
21993	6072	365	73	13	3	47187	0	123	0	DownVotes
22006	6082	1815	265	106	3	15011	20	7663	2	DownVotes
22015	6082	1815	265	106	3	15838	2	160	2	DownVotes
22016	6082	1815	265	106	3	15900	10	1358	0	DownVotes
22024	6082	1815	265	106	3	16946	5	1221	0	DownVotes
22026	6082	1815	265	106	3	17109	22	3823	4	DownVotes
22029	6082	1815	265	106	3	19864	3	459	1	DownVotes
22031	6082	1815	265	106	3	22346	6	5350	3	DownVotes
22042	6082	1815	265	106	3	33326	4	268	0	DownVotes
22048	6082	1815	265	106	3	43755	4	84	1	DownVotes
22053	6096	719	321	113	2	15021	4	2628	3	DownVotes
22054	6096	719	321	113	2	15113	0	465	3	DownVotes
22055	6096	719	321	113	2	15157	6	2163	3	DownVotes
22056	6096	719	321	113	2	15168	3	712	3	DownVotes
22057	6096	719	321	113	2	15228	1	1355	0	DownVotes
22058	6096	719	321	113	2	15283	0	81	4	DownVotes
22059	6096	719	321	113	2	15413	2	1203	3	DownVotes
22060	6096	719	321	113	2	15463	2	1043	2	DownVotes
22061	6096	719	321	113	2	15541	2	137	0	DownVotes
22062	6096	719	321	113	2	15581	4	1780	1	DownVotes
22063	6096	719	321	113	2	15584	2	782	6	DownVotes
22064	6096	719	321	113	2	15593	-1	621	4	DownVotes
22065	6096	719	321	113	2	15598	0	676	4	DownVotes
22066	6096	719	321	113	2	15626	0	120	4	DownVotes
22067	6096	719	321	113	2	15649	3	1175	6	DownVotes
22068	6096	719	321	113	2	15662	-1	156	4	DownVotes
22069	6096	719	321	113	2	15707	1	1878	0	DownVotes
22070	6096	719	321	113	2	15739	3	234	3	DownVotes
22071	6096	719	321	113	2	15740	1	73	0	DownVotes
22072	6096	719	321	113	2	15749	3	10520	0	DownVotes
22074	6096	719	321	113	2	15794	2	558	5	DownVotes
22075	6096	719	321	113	2	15842	2	9195	3	DownVotes
22076	6096	719	321	113	2	15981	5	14423	0	DownVotes
22077	6096	719	321	113	2	15984	4	648	2	DownVotes
22078	6096	719	321	113	2	16095	3	4798	0	DownVotes
22079	6096	719	321	113	2	16235	4	310	0	DownVotes
22080	6096	719	321	113	2	16264	6	217	0	DownVotes
22081	6096	719	321	113	2	16467	5	5960	0	DownVotes
22082	6096	719	321	113	2	16524	2	302	0	DownVotes
22083	6096	719	321	113	2	16539	0	600	2	DownVotes
22084	6096	719	321	113	2	16602	1	1163	4	DownVotes
22085	6096	719	321	113	2	16689	13	4694	2	DownVotes
22086	6096	719	321	113	2	16692	2	2462	0	DownVotes
22087	6096	719	321	113	2	16756	0	757	0	DownVotes
22089	6096	719	321	113	2	17167	1	4871	1	DownVotes
22090	6096	719	321	113	2	17175	1	331	0	DownVotes
22091	6096	719	321	113	2	17256	5	2827	2	DownVotes
22092	6096	719	321	113	2	17349	3	7523	2	DownVotes
22093	6096	719	321	113	2	17357	2	500	1	DownVotes
